sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.2838;-0.1735;9.5531;-0.1237;-0.2637;9.8023;-0.1629;0.0843;-0.0286;-0.03;-0.22;-0.15;0.0842;719.28;60.06;105.36;275.04;2.04;0.54;52.759;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;11 / 12;"$GPGSV,3,3,12,29,14,074,24,31,45,004,32,32,46,090,28,01,01,264,*77::$GPGGA,105151,2100.663229,N,10543.782922,E,1,11,0.7,8.9,M,-22.0,M,,*66::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105151,A,2100.663229,N,10543.782922,E,0.0,,221216,1.4,W,A*29::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.1,0.7,0.8*33";3141075;2016-12-22 17:51:51:308
-0.2219;-0.5591;9.646;-0.2002;-0.324;9.7993;-0.0254;-0.241;0.0258;-0.13;-0.03;-0.15;0.0842;719.16;60.3;105.24;274.98;1.8;1.18;47.533;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;11 / 12;"$GPGSV,3,3,12,29,14,074,24,31,45,004,32,32,46,090,28,01,01,264,*77::$GPGGA,105152,2100.663229,N,10543.782922,E,1,11,0.7,8.9,M,-22.0,M,,*65::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105152,A,2100.663229,N,10543.782922,E,0.0,,221216,1.4,W,A*2A::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.1,0.7,0.8*33";3142075;2016-12-22 17:51:52:308
-0.2529;-0.1021;9.5317;-0.2372;-0.2916;9.7994;-0.0185;0.186;-0.1503;-0.19;0.15;-0.09;0.0842;719.4;60.36;105.06;274.98;1.97;1.55;34.462;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;10 / 12;"$GPGSV,3,3,12,31,45,004,28,32,46,090,27,01,01,264,,27,01,187,*72::$GPGGA,105153,2100.663229,N,10543.783008,E,1,10,0.7,9.1,M,-22.0,M,,*6C::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105153,A,2100.663229,N,10543.783008,E,0.0,,221216,1.4,W,A*2B::$GPGSA,A,3,03,10,14,16,22,25,26,29,31,32,,,1.1,0.7,0.8*36";3143075;2016-12-22 17:51:53:308
-0.5314;-0.5972;10.0007;-0.2472;-0.256;9.8002;-0.2885;-0.3457;0.371;0.0;-0.28;-0.15;0.0842;718.98;60.0;105.36;274.9;1.16;1.07;49.445;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 11;"$GPGSV,3,3,11,32,46,090,30,01,01,264,,27,01,187,*4A::$GPGGA,105154,2100.663243,N,10543.782965,E,1,09,0.7,9.8,M,-22.0,M,,*65::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105154,A,2100.663243,N,10543.782965,E,0.0,,221216,1.4,W,A*23::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.1,0.7,0.8*31";3144075;2016-12-22 17:51:54:308
-0.2719;-0.1639;9.6174;-0.1416;-0.2601;9.8022;-0.1329;0.0915;-0.0076;-0.19;0.09;-0.12;0.0842;719.1;60.48;105.3;274.99;1.81;0.93;50.126;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 12;"$GPGSV,3,3,12,32,46,090,29,01,01,264,,25,11,036,,27,01,187,*73::$GPGGA,105155,2100.663219,N,10543.782885,E,1,09,0.7,10.0,M,-22.0,M,,*54::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105155,A,2100.663219,N,10543.782885,E,0.0,,221216,1.4,W,A*22::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.1,0.7,0.8*31";3145075;2016-12-22 17:51:55:308
-0.2386;-0.0592;9.5293;-0.292;-0.0545;9.8022;0.0496;-0.0055;-0.1439;-0.19;-0.15;0.86;0.0842;718.5;60.36;105.6;274.8;0.38;1.74;49.033;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;10 / 12;"$GPGSV,3,3,12,31,45,004,30,32,46,090,30,01,01,264,,27,01,187,*7D::$GPGGA,105156,2100.663170,N,10543.782830,E,1,10,0.8,9.9,M,-22.0,M,,*63::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105156,A,2100.663170,N,10543.782830,E,0.0,,221216,1.4,W,A*23::$GPGSA,A,3,03,10,14,16,22,25,26,29,31,32,,,1.2,0.8,0.8*3A";3146075;2016-12-22 17:51:56:308
-0.0886;0.1407;9.4627;-0.0719;-0.047;9.8063;-0.0184;0.1867;-0.1164;-0.16;-0.25;1.96;0.0842;718.98;59.46;105.3;274.76;0.51;0.43;59.226;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 11;"$GPGSV,3,3,11,32,46,090,25,01,01,264,,27,01,187,*4E::$GPGGA,105157,2100.663151,N,10543.782815,E,1,09,0.8,10.0,M,-22.0,M,,*5F::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105157,A,2100.663151,N,10543.782815,E,0.0,,221216,1.4,W,A*26::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.2,0.8,0.8*3D";3147074;2016-12-22 17:51:57:307
-0.4552;-0.2949;9.865;-0.1656;-0.0533;9.8051;-0.2928;-0.2426;0.2485;-0.62;-0.19;2.87;0.0842;718.26;57.18;104.88;274.55;0.16;0.79;56.437;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 12;"$GPGSV,3,3,12,32,46,090,30,01,01,264,,25,11,036,,27,01,187,*7B::$GPGGA,105158,2100.663145,N,10543.782791,E,1,09,0.8,10.0,M,-22.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105158,A,2100.663145,N,10543.782791,E,0.0,,221216,1.4,W,A*2F::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.2,0.8,0.8*3D";3148075;2016-12-22 17:51:58:308
-0.1386;0.9429;9.3365;-0.1623;-0.0404;9.8052;0.0212;0.9826;-0.3128;-0.74;-2.2;5.69;0.0842;718.68;54.54;105.36;274.4;0.37;1.43;48.133;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 12;"$GPGSV,3,3,12,32,46,090,36,01,01,264,,25,11,036,,27,01,187,*7D::$GPGGA,105159,2100.663127,N,10543.782725,E,1,09,0.8,10.0,M,-22.0,M,,*5C::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,105159,A,2100.663127,N,10543.782725,E,0.0,,221216,1.4,W,A*25::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.2,0.8,0.8*3D";3149075;2016-12-22 17:51:59:308
-0.6528;-0.2211;9.696;0.0123;-0.1147;9.806;-0.6649;-0.1077;0.0039;-0.89;-2.91;6.55;0.0842;716.1;52.5;104.46;274.21;0.44;0.28;58.368;21.011057;105.72971;-45.16;31.198939023800342;0.5;9.677419;263.9;9 / 11;"$GPGSV,3,3,11,32,46,090,34,01,01,264,,27,01,187,*4E::$GPGGA,105200,2100.663015,N,10543.782572,E,1,09,0.8,10.0,M,-22.0,M,,*53::$GPVTG,263.9,T,263.9,M,1.5,N,2.7,K,A*22::$GPRMC,105200,A,2100.663015,N,10543.782572,E,1.5,263.9,221216,1.4,W,A*0E::$GPGSA,A,3,03,10,14,16,22,25,26,31,32,,,,1.2,0.8,0.8*31";3150075;2016-12-22 17:52:00:308
-0.4076;-0.4662;9.5984;0.0582;-0.2929;9.8021;-0.4644;-0.1805;0.0378;0.91;-2.45;7.07;0.0842;712.98;48.24;104.4;274.09;1.65;-0.05;45.108;21.011044;105.729706;-38.39;31.198939023800342;1.0;9.677419;225.9;7 / 9;"$GPGSV,3,3,09,27,01,187,*4A::$GPGGA,105201,2100.662670,N,10543.782175,E,1,07,0.8,10.1,M,-22.0,M,,*5A::$GPVTG,225.9,T,225.9,M,1.9,N,3.6,K,A*2E::$GPRMC,105201,A,2100.662670,N,10543.782175,E,1.9,225.9,221216,1.4,W,A*06::$GPGSA,A,3,03,14,16,22,26,29,32,,,,,,1.2,0.8,0.8*3E";3151075;2016-12-22 17:52:01:308
-1.4097;-0.5591;9.6269;0.0169;-0.4759;9.7951;-1.4262;-0.0944;0.0617;-1.44;3.64;7.68;0.0842;710.28;44.52;103.5;274.02;2.45;-0.74;49.842;21.011044;105.729706;-38.39;31.198939023800342;1.0;9.677419;225.9;8 / 10;"$GPGSV,3,3,10,01,01,264,,27,01,187,*72::$GPGGA,105202,2100.662153,N,10543.781657,E,1,08,0.8,10.2,M,-22.0,M,,*57::$GPVTG,224.8,T,224.8,M,2.4,N,4.5,K,A*24::$GPRMC,105202,A,2100.662153,N,10543.781657,E,2.4,224.8,221216,1.4,W,A*09::$GPGSA,A,3,10,14,16,22,25,26,29,31,,,,,1.2,0.8,0.8*38";3152075;2016-12-22 17:52:02:308
0.3041;-1.2922;9.4746;0.1368;-0.5724;9.789;0.1706;-0.7335;-0.0813;-0.43;2.51;6.94;0.0842;706.32;40.74;103.86;273.83;3.1;-0.89;64.113;21.011024;105.72968;-38.39;31.198939023800342;1.5;9.677419;223.1;7 / 10;"$GPGSV,3,3,10,27,02,187,,32,46,090,*7B::$GPGGA,105203,2100.661481,N,10543.781024,E,1,07,0.8,10.1,M,-22.0,M,,*51::$GPVTG,223.1,T,223.1,M,2.9,N,5.4,K,A*29::$GPRMC,105203,A,2100.661481,N,10543.781024,E,2.9,223.1,221216,1.4,W,A*00::$GPGSA,A,3,03,10,14,16,22,26,31,,,,,,1.2,0.8,0.8*37";3153075;2016-12-22 17:52:03:308
-0.2457;-0.5615;9.6008;-0.0481;-0.5356;9.7919;-0.1987;-0.0382;0.0343;0.39;-2.76;8.41;0.1684;703.98;36.42;105.18;273.38;3.25;0.36;52.203;21.011024;105.72968;-38.39;31.198939023800342;1.5;9.677419;223.1;9 / 12;"$GPGSV,3,3,12,32,46,090,32,01,01,264,,25,11,036,,27,02,187,*7A::$GPGGA,105204,2100.660650,N,10543.780321,E,1,09,0.8,10.0,M,-22.0,M,,*51::$GPVTG,218.9,T,218.9,M,2.9,N,5.4,K,A*29::$GPRMC,105204,A,2100.660650,N,10543.780321,E,2.9,218.9,221216,1.4,W,A*0F::$GPGSA,A,3,03,10,14,16,22,26,29,31,32,,,,1.2,0.8,0.8*3D";3154075;2016-12-22 17:52:04:308
-0.5909;-0.1449;9.7912;-0.1092;-0.5585;9.7901;-0.4842;0.4004;0.2316;0.91;-3.28;8.54;0.1684;699.06;34.74;104.16;273.3;3.26;0.64;52.108;21.010992;105.72967;-38.06;31.198939023800342;1.75;9.677419;210.4;7 / 10;"$GPGSV,3,3,10,25,11,036,,27,02,187,*73::$GPGGA,105205,2100.659606,N,10543.779672,E,1,07,0.8,10.2,M,-22.0,M,,*50::$GPVTG,210.4,T,210.4,M,3.4,N,6.3,K,A*21::$GPRMC,105205,A,2100.659606,N,10543.779672,E,3.4,210.4,221216,1.4,W,A*0B::$GPGSA,A,3,10,16,22,26,29,31,32,,,,,,1.2,0.8,0.8*3B";3155077;2016-12-22 17:52:05:310
0.3422;-0.2711;9.5293;0.0087;-0.4121;9.798;0.3337;0.1333;-0.0836;-0.65;1.19;1.93;0.1684;696.12;31.38;104.34;272.89;2.21;-0.15;41.0;21.010992;105.72967;-38.06;31.198939023800342;1.75;9.677419;210.4;9 / 11;"$GPGSV,3,3,11,32,46,090,34,01,01,264,,27,02,187,*4D::$GPGGA,105206,2100.658189,N,10543.779031,E,1,09,0.8,10.1,M,-22.0,M,,*5E::$GPVTG,202.1,T,202.1,M,4.9,N,9.0,K,A*27::$GPRMC,105206,A,2100.658189,N,10543.779031,E,4.9,202.1,221216,1.4,W,A*04::$GPGSA,A,3,03,10,14,16,22,25,26,31,32,,,,1.2,0.8,0.8*31";3156075;2016-12-22 17:52:06:308
1.9204;-0.9066;9.4198;-0.0502;-0.2197;9.8041;1.9698;-0.6902;-0.2413;2.26;2.69;0.18;0.1684;696.42;28.98;103.98;272.57;1.28;0.29;47.831;21.010942;105.72964;-37.74;31.198939023800342;2.75;9.677419;196.7;7 / 10;"$GPGSV,3,3,10,27,02,187,,29,14,074,*7C::$GPGGA,105207,2100.656507,N,10543.778480,E,1,07,0.8,10.3,M,-22.0,M,,*50::$GPVTG,196.7,T,196.7,M,5.3,N,9.9,K,A*25::$GPRMC,105207,A,2100.656507,N,10543.778480,E,5.3,196.7,221216,1.4,W,A*05::$GPGSA,A,3,03,14,16,22,26,31,32,,,,,,1.2,0.8,0.8*37";3157076;2016-12-22 17:52:07:309
1.3229;0.4478;8.72;-0.101;-0.0856;9.8058;1.4218;0.5317;-0.8819;0.09;-0.49;3.52;0.1684;694.98;37.2;97.92;273.11;0.5;0.59;43.544;21.010942;105.72964;-37.74;31.198939023800342;2.75;9.677419;196.7;7 / 10;"$GPGSV,3,3,10,27,02,187,,29,14,074,*7C::$GPGGA,105208,2100.655118,N,10543.778038,E,1,07,0.8,10.1,M,-22.0,M,,*53::$GPVTG,196.7,T,196.7,M,5.3,N,9.9,K,A*25::$GPRMC,105208,A,2100.655118,N,10543.778038,E,5.3,196.7,221216,1.4,W,A*04::$GPGSA,A,3,03,14,16,22,26,31,32,,,,,,1.2,0.8,0.8*37";3158075;2016-12-22 17:52:08:308
0.3398;-0.2544;9.6841;-0.0754;-0.1789;9.8047;0.4137;-0.079;0.0718;0.61;0.18;2.2;0.1684;692.34;42.18;98.04;273.61;1.05;0.44;42.81;21.010876;105.72962;-36.77;31.198939023800342;3.0;9.677419;192.4;2 / 7;"$GPGSV,2,2,07,16,42,206,,27,02,187,,29,14,074,*4F::$GPGGA,105209,2100.652625,N,10543.777573,E,1,02,0.8,10.6,M,-22.0,M,,*5B::$GPVTG,192.4,T,192.4,M,5.8,N,10.8,K,A*17::$GPRMC,105209,A,2100.652625,N,10543.777573,E,5.8,192.4,221216,1.4,W,A*02::$GPGSA,A,2,22,25,,,,,,,,,,,1.2,0.8,0.8*37";3159076;2016-12-22 17:52:09:309
-0.329;-0.6995;8.9557;0.0738;-0.2273;9.8037;-0.4018;-0.4752;-0.7172;0.27;0.18;0.49;0.1684;691.92;42.48;104.46;273.69;1.33;-0.43;52.337;21.010876;105.72962;-36.77;31.198939023800342;3.0;9.677419;192.4;3 / 15;"$GPGSV,4,4,15,65,84,165,,85,02,085,,72,31,151,*40::$GPGGA,105210,2100.650566,N,10543.777150,E,1,02,0.8,10.6,M,-22.0,M,,*50::$GPVTG,191.5,T,191.5,M,6.3,N,11.7,K,A*11::$GPRMC,105210,A,2100.650566,N,10543.777150,E,6.3,191.5,221216,1.4,W,A*03::$GPGSA,A,2,22,25,,,,,,,,,,,1.2,0.8,0.8*37";3160075;2016-12-22 17:52:10:308
-1.5192;-1.3089;9.4436;0.0112;-0.2933;9.8023;-1.5302;-1.0218;-0.1499;0.76;-0.86;0.37;0.0842;691.86;41.04;109.5;273.66;1.71;-0.07;50.484;21.010813;105.729614;-36.77;31.198939023800342;3.25;12.903226;192.0;5 / 16;"$GPGSV,4,4,16,75,31,014,,65,84,165,,85,02,085,,72,31,151,*76::$GPGGA,105211,2100.648797,N,10543.776737,E,1,04,0.8,10.6,M,-22.0,M,,*54::$GPVTG,192.0,T,192.0,M,6.3,N,11.7,K,A*11::$GPRMC,105211,A,2100.648797,N,10543.776737,E,6.3,192.0,221216,1.4,W,A*07::$GPGSA,A,3,16,22,25,31,,,,,,,,,1.2,0.8,0.8*33";3161075;2016-12-22 17:52:11:308
-0.4457;0.4359;10.4553;0.0099;-0.5202;9.7928;-0.4554;0.9446;0.8783;-2.24;1.07;1.1;0.0842;690.6;37.38;109.44;273.54;3.04;-0.06;48.189;21.010813;105.729614;-36.77;31.198939023800342;3.25;12.903226;192.0;5 / 16;"$GPGSV,4,4,16,75,31,014,,65,84,167,,85,02,085,,72,30,151,*75::$GPGGA,105212,2100.647168,N,10543.776361,E,1,04,0.9,10.6,M,-22.0,M,,*58::$GPVTG,192.0,T,192.0,M,5.8,N,10.8,K,A*17::$GPRMC,105212,A,2100.647168,N,10543.776361,E,5.8,192.0,221216,1.4,W,A*02::$GPGSA,A,3,16,22,25,31,,,,,,,,,1.2,0.9,0.8*32";3162075;2016-12-22 17:52:12:308
-0.1577;-0.8114;10.5029;-0.0028;-0.5999;9.7883;-0.1549;-0.2237;0.9127;-1.56;1.56;-0.15;0.0842;690.0;25.98;109.14;272.71;3.51;0.02;71.055;21.01076;105.7296;-36.45;31.198939023800342;3.0;12.903226;192.4;7 / 17;"$GPGSV,5,5,17,85,02,085,*4D::$GPGGA,105213,2100.645612,N,10543.775998,E,1,06,0.9,10.7,M,-22.0,M,,*5D::$GPVTG,192.4,T,192.4,M,5.8,N,10.8,K,A*17::$GPRMC,105213,A,2100.645612,N,10543.775998,E,5.8,192.4,221216,1.4,W,A*00::$GPGSA,A,3,10,16,22,25,26,31,,,,,,,1.2,0.9,0.8*37";3163075;2016-12-22 17:52:13:308
0.4351;-0.7424;9.7198;0.0763;-0.8032;9.7734;0.36;0.0469;0.1153;-0.13;-0.74;-1.72;0.0842;689.82;24.24;106.98;272.75;4.7;-0.45;57.195;21.01076;105.7296;-36.45;31.198939023800342;3.0;12.903226;192.4;9 / 19;"$GPGSV,5,5,19,76,49,302,,75,31,014,,85,02,085,*4B::$GPGGA,105214,2100.644033,N,10543.775723,E,1,08,0.9,10.2,M,-22.0,M,,*5B::$GPVTG,190.7,T,190.7,M,5.8,N,10.8,K,A*17::$GPRMC,105214,A,2100.644033,N,10543.775723,E,5.8,190.7,221216,1.4,W,A*0C::$GPGSA,A,3,10,14,16,22,25,26,31,32,,,,,1.2,0.9,0.8*33";3164076;2016-12-22 17:52:14:309
0.5208;-0.521;9.4151;0.1531;-0.6304;9.7852;0.3702;0.0991;-0.2106;0.3;-1.35;-2.2;0.0842;691.44;25.44;106.62;272.7;3.69;-0.9;65.596;21.01071;105.72959;-37.1;31.198939023800342;2.75;9.677419;188.1;9 / 19;"$GPGSV,5,5,19,76,49,302,,75,31,014,,85,02,085,*4B::$GPGGA,105215,2100.642587,N,10543.775632,E,1,08,1.0,10.5,M,-22.0,M,,*58::$GPVTG,188.1,T,188.1,M,5.3,N,9.9,K,A*25::$GPRMC,105215,A,2100.642587,N,10543.775632,E,5.3,188.1,221216,1.4,W,A*04::$GPGSA,A,3,10,14,16,22,25,26,31,32,,,,,1.3,1.0,0.8*3A";3165075;2016-12-22 17:52:15:308
0.1566;-0.3972;9.1199;0.1207;-0.7037;9.7806;0.0379;0.2941;-0.4883;0.76;1.41;-1.5;0.1684;692.46;26.7;106.02;272.91;4.11;-0.71;51.516;21.01071;105.72959;-37.1;31.198939023800342;2.75;9.677419;188.1;9 / 19;"$GPGSV,5,5,19,66,33,331,,86,01,135,,85,02,085,*4A::$GPGGA,105216,2100.641049,N,10543.775483,E,1,08,1.0,10.0,M,-22.0,M,,*52::$GPVTG,186.4,T,186.4,M,4.9,N,9.0,K,A*27::$GPRMC,105216,A,2100.641049,N,10543.775483,E,4.9,186.4,221216,1.4,W,A*0B::$GPGSA,A,3,10,14,16,22,25,26,31,32,,,,,1.3,1.0,0.8*3A";3166075;2016-12-22 17:52:16:308
0.0518;-0.2949;9.7674;-0.0034;-0.4697;9.7954;0.0552;0.1686;0.1023;-1.53;0.21;0.24;0.0;692.22;27.0;106.8;272.65;2.75;0.02;48.112;21.01066;105.72959;-39.35;31.198939023800342;2.5;12.903226;186.0;10 / 20;"$GPGSV,5,5,20,72,30,151,33,66,33,331,,86,01,135,,85,02,085,*73::$GPGGA,105217,2100.639539,N,10543.775338,E,1,09,1.0,9.8,M,-22.0,M,,*68::$GPVTG,186.0,T,186.0,M,4.9,N,9.0,K,A*27::$GPRMC,105217,A,2100.639539,N,10543.775338,E,4.9,186.0,221216,1.4,W,A*04::$GPGSA,A,3,03,10,14,16,22,25,26,31,32,,,,1.3,1.0,0.8*39";3167075;2016-12-22 17:52:17:308
-0.3743;-0.64;9.8602;0.0814;-0.5413;9.7914;-0.4542;-0.1089;0.2542;-0.16;0.86;0.46;0.0842;692.58;27.06;106.26;272.74;3.16;-0.48;51.145;21.01066;105.72959;-39.35;31.198939023800342;2.5;12.903226;186.0;11 / 20;"$GPGSV,5,5,20,72,30,151,33,66,33,331,,86,01,135,,85,02,085,*73::$GPGGA,105218,2100.638107,N,10543.775147,E,1,10,0.9,9.5,M,-22.0,M,,*68::$GPVTG,187.6,T,187.6,M,4.4,N,8.1,K,A*2A::$GPRMC,105218,A,2100.638107,N,10543.775147,E,4.4,187.6,221216,1.4,W,A*03::$GPGSA,A,3,03,10,14,16,22,25,26,29,31,32,,,1.2,0.9,0.8*3B";3168076;2016-12-22 17:52:18:309
0.3755;-0.5995;9.665;0.0605;-0.4528;9.796;0.3161;-0.1543;0.0312;1.19;0.37;-0.22;0.0842;692.1;26.76;106.8;272.66;2.65;-0.35;77.203;21.01061;105.72958;-41.61;31.198939023800342;2.25;12.903226;188.2;12 / 20;"$GPGSV,5,5,20,65,84,167,34,72,30,151,34,86,01,135,,85,02,085,*7D::$GPGGA,105219,2100.636593,N,10543.774891,E,1,11,0.9,9.1,M,-22.0,M,,*68::$GPVTG,188.2,T,188.2,M,4.4,N,8.1,K,A*2A::$GPRMC,105219,A,2100.636593,N,10543.774891,E,4.4,188.2,221216,1.4,W,A*0D::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.2,0.9,0.8*3E";3169074;2016-12-22 17:52:19:307
0.7707;-0.8352;10.2911;0.0562;-0.202;9.8044;0.7151;-0.6353;0.591;0.33;0.27;0.95;0.0842;691.74;26.34;108.36;272.34;1.18;-0.33;49.187;21.01061;105.72958;-41.61;31.198939023800342;2.25;12.903226;188.2;12 / 20;"$GPGSV,5,5,20,65,84,167,33,72,30,151,31,86,01,135,,85,02,085,*7F::$GPGGA,105220,2100.635114,N,10543.774614,E,1,11,0.9,9.0,M,-22.0,M,,*68::$GPVTG,189.5,T,189.5,M,4.4,N,8.1,K,A*2A::$GPRMC,105220,A,2100.635114,N,10543.774614,E,4.4,189.5,221216,1.4,W,A*0A::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.2,0.9,0.8*3E";3170075;2016-12-22 17:52:20:308
-0.0339;0.3526;10.1102;0.3692;-0.0621;9.7995;-0.3981;0.4138;0.4423;-0.19;2.02;0.73;0.0842;688.68;28.14;107.64;272.41;0.36;-2.16;74.229;21.010563;105.72957;-42.58;31.198939023800342;2.25;12.903226;190.4;12 / 20;"$GPGSV,5,5,20,65,84,167,31,72,30,151,19,86,01,135,,85,02,085,*77::$GPGGA,105221,2100.633693,N,10543.774291,E,1,11,0.9,8.8,M,-22.0,M,,*67::$GPVTG,190.4,T,190.4,M,4.4,N,8.1,K,A*2A::$GPRMC,105221,A,2100.633693,N,10543.774291,E,4.4,190.4,221216,1.4,W,A*05::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.2,0.9,0.8*3E";3171074;2016-12-22 17:52:21:307
0.5826;-0.202;9.7817;0.3095;-0.4432;9.7917;0.2765;0.2364;0.0955;0.42;3.52;0.89;0.0842;688.44;39.18;105.54;273.74;2.59;-1.81;62.168;21.010563;105.72957;-42.58;31.198939023800342;2.25;12.903226;190.4;12 / 20;"$GPGSV,5,5,20,65,84,167,30,72,30,151,19,86,01,135,,85,02,085,*76::$GPGGA,105222,2100.632324,N,10543.773937,E,1,11,0.9,8.5,M,-22.0,M,,*61::$GPVTG,191.7,T,191.7,M,4.4,N,8.1,K,A*2A::$GPRMC,105222,A,2100.632324,N,10543.773937,E,4.4,191.7,221216,1.4,W,A*0C::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.3,0.9,0.9*3E";3172076;2016-12-22 17:52:22:309
-0.6718;0.812;9.9031;0.1942;-0.3714;9.7977;-0.2359;1.2373;0.028;1.34;3.15;0.86;0.0842;689.7;42.06;104.04;273.86;2.17;-1.14;60.956;21.010515;105.72956;-42.26;31.198939023800342;2.25;12.903226;192.2;12 / 20;"$GPGSV,5,5,20,65,83,167,30,72,30,151,19,86,01,135,,85,02,085,*71::$GPGGA,105223,2100.630979,N,10543.773593,E,1,11,0.8,8.9,M,-22.0,M,,*6F::$GPVTG,192.2,T,192.2,M,4.4,N,8.1,K,A*2A::$GPRMC,105223,A,2100.630979,N,10543.773593,E,4.4,192.2,221216,1.4,W,A*09::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.1,0.8,0.8*3C";3173075;2016-12-22 17:52:23:308
0.6469;-0.2163;8.3963;0.1145;-0.4066;9.7975;0.5331;0.1877;-1.3394;1.34;-4.53;-0.55;0.0842;690.84;39.9;100.56;273.69;2.38;-0.67;54.569;21.010515;105.72956;-42.26;31.198939023800342;2.25;12.903226;192.2;12 / 20;"$GPGSV,5,5,20,65,83,167,30,72,30,151,19,86,01,135,,85,02,085,*71::$GPGGA,105224,2100.629663,N,10543.773251,E,1,11,0.8,8.9,M,-22.0,M,,*6D::$GPVTG,192.7,T,192.7,M,4.4,N,8.1,K,A*2A::$GPRMC,105224,A,2100.629663,N,10543.773251,E,4.4,192.7,221216,1.4,W,A*0E::$GPGSA,A,3,03,10,14,16,22,25,26,27,29,31,32,,1.1,0.8,0.8*3C";3174076;2016-12-22 17:52:24:309
0.2637;-0.2044;9.1152;0.21;-0.3621;9.7977;0.0564;0.1529;-0.5524;0.55;3.09;-1.13;0.0842;691.68;40.02;102.0;273.67;2.12;-1.23;48.414;21.010471;105.72955;-41.94;31.198939023800342;2.25;12.903226;192.7;11 / 19;"$GPGSV,5,5,19,72,30,151,19,86,01,135,,85,02,085,*40::$GPGGA,105225,2100.628368,N,10543.772913,E,1,10,0.8,9.0,M,-22.0,M,,*66::$GPVTG,192.7,T,192.7,M,4.4,N,8.1,K,A*2A::$GPRMC,105225,A,2100.628368,N,10543.772913,E,4.4,192.7,221216,1.4,W,A*0C::$GPGSA,A,3,03,10,14,22,25,26,27,29,31,32,,,1.1,0.8,0.8*3B";3175075;2016-12-22 17:52:25:308
