sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-8.5056;-0.2425;-5.1337;-8.4412;-0.2385;-4.9859;0.0042;-0.002;-0.1074;-0.13;-0.14;0.13;0.0842;358.44;56.22;-613.98;85.49;1.48;120.62;63.003;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;9 / 10;"$GPGSV,3,3,10,20,13,233,31,25,12,310,*7E::$GPGGA,235413,2058.936556,N,10546.210160,E,1,09,0.8,10.7,M,-21.0,M,,*5E::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,235413,A,2058.936556,N,10546.210160,E,0.0,,221216,1.4,W,A*23::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,,,,1.1,0.8,0.8*37";334010;2016-12-23 06:54:12:971
-8.4937;-0.2853;-4.9243;-8.4483;-0.2596;-4.9729;0.018;-0.0237;0.086;0.21;-0.26;-0.24;0.0842;357.96;56.76;-614.34;85.41;1.37;120.6;65.416;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;9 / 9;"$GPGSV,3,3,09,25,12,310,29*4D::$GPGGA,235414,2058.936558,N,10546.210160,E,1,09,0.8,10.7,M,-21.0,M,,*57::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,235414,A,2058.936558,N,10546.210160,E,0.0,,221216,1.4,W,A*2A::$GPGSA,A,3,05,06,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*32";335009;2016-12-23 06:54:13:970
-8.3771;-0.2306;-5.2385;-8.3764;-0.292;-5.0913;0.0669;0.0638;-0.1061;0.03;1.08;-0.05;0.0842;358.5;56.52;-614.4;85.4;1.61;120.84;64.624;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;10 / 10;"$GPGSV,3,3,10,20,13,233,30,25,12,310,25*78::$GPGGA,235415,2058.936560,N,10546.210160,E,1,10,0.8,10.7,M,-21.0,M,,*55::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,235415,A,2058.936560,N,10546.210160,E,0.0,,221216,1.4,W,A*20::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";336011;2016-12-23 06:54:14:972
-8.5389;0.1312;-5.0242;-8.4789;0.1136;-4.926;0.0016;0.0168;-0.0625;-1.14;-1.09;1.75;0.0842;357.96;55.62;-615.42;85.5;-0.11;120.45;66.511;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;9 / 9;"$GPGSV,3,3,09,25,12,310,26*42::$GPGGA,235416,2058.936561,N,10546.210160,E,1,09,0.8,10.7,M,-21.0,M,,*5F::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,235416,A,2058.936561,N,10546.210160,E,0.0,,221216,1.4,W,A*22::$GPGSA,A,3,02,06,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*35";337010;2016-12-23 06:54:15:971
-8.5056;-0.9542;-5.1171;-8.364;-0.7912;-5.0584;-0.0169;-0.1513;0.0168;8.38;-1.46;-2.5;0.0842;358.14;55.08;-615.42;85.52;2.99;121.39;69.123;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;9 / 9;"$GPGSV,3,3,09,20,13,233,33*42::$GPGGA,235417,2058.936562,N,10546.210160,E,1,09,0.8,10.7,M,-21.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,235417,A,2058.936562,N,10546.210160,E,0.0,,221216,1.4,W,A*20::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,,,,1.1,0.8,0.8*37";338009;2016-12-23 06:54:16:970
-8.7532;-0.8114;-5.6479;-8.0855;-0.7167;-5.5028;-0.5943;-0.0882;-0.0952;-19.4;2.12;-6.2;0.0842;359.4;55.8;-610.5;85.29;3.95;123.27;71.148;20.982271;105.770164;-32.26;NaN;0.0;12.903226;;8 / 9;"$GPGSV,3,3,09,25,12,310,*46::$GPGGA,235418,2058.936553,N,10546.210265,E,1,08,0.8,10.8,M,-21.0,M,,*58::$GPVTG,54.6,T,54.6,M,0.5,N,0.9,K,A*2F::$GPRMC,235418,A,2058.936553,N,10546.210265,E,0.5,54.6,221216,1.4,W,A*37::$GPGSA,A,3,02,05,06,09,12,17,19,20,,,,,1.1,0.8,0.8*35";339010;2016-12-23 06:54:17:971
-9.0388;-0.8114;-5.0528;-8.2028;-0.2689;-5.3677;-0.7609;-0.5401;0.364;19.61;-7.67;6.16;0.0842;356.76;55.62;-611.22;85.47;-0.07;124.62;66.107;20.982277;105.77018;-32.58;NaN;0.5;9.677419;54.6;10 / 10;"$GPGSV,3,3,10,20,13,233,31,25,12,310,34*79::$GPGGA,235419,2058.936509,N,10546.210677,E,1,10,0.8,10.9,M,-21.0,M,,*59::$GPVTG,54.6,T,54.6,M,1.0,N,1.8,K,A*2B::$GPRMC,235419,A,2058.936509,N,10546.210677,E,1.0,54.6,221216,1.4,W,A*3A::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";340010;2016-12-23 06:54:18:971
-8.1271;-0.2187;-4.5482;-8.3041;0.1271;-5.215;0.2255;-0.3465;0.6972;-16.44;1.27;-1.74;0.0842;352.56;51.54;-604.14;85.72;0.81;122.04;63.426;20.982277;105.77018;-32.58;NaN;0.5;9.677419;54.6;10 / 10;"$GPGSV,3,3,10,20,13,233,32,25,12,310,33*7D::$GPGGA,235420,2058.936605,N,10546.211261,E,1,10,0.8,11.2,M,-21.0,M,,*54::$GPVTG,79.1,T,79.1,M,1.5,N,2.7,K,A*22::$GPRMC,235420,A,2058.936605,N,10546.211261,E,1.5,79.1,221216,1.4,W,A*30::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";341009;2016-12-23 06:54:19:970
-7.7867;1.0834;-5.2242;-8.2179;0.4146;-5.3353;0.484;0.6661;0.1454;-7.96;-0.97;-7.18;0.0842;356.4;57.18;-614.52;85.52;-1.96;123.25;67.149;20.98228;105.7702;-36.45;NaN;1.0;12.903226;65.9;10 / 10;"$GPGSV,3,3,10,20,13,233,34,25,12,310,31*79::$GPGGA,235421,2058.936864,N,10546.211966,E,1,10,0.8,9.7,M,-21.0,M,,*6C::$GPVTG,65.9,T,65.9,M,1.9,N,3.6,K,A*2E::$GPRMC,235421,A,2058.936864,N,10546.211966,E,1.9,65.9,221216,1.4,W,A*3D::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";342010;2016-12-23 06:54:20:971
-8.3485;-0.2092;-5.0909;-8.4863;-0.2347;-4.9089;0.2101;0.0275;-0.1402;11.62;-1.12;5.49;0.0842;358.02;58.68;-613.08;85.25;1.31;120.22;67.517;20.98228;105.7702;-36.45;NaN;1.0;12.903226;65.9;10 / 10;"$GPGSV,3,3,10,20,13,233,25,25,12,310,32*7A::$GPGGA,235422,2058.937263,N,10546.212715,E,1,10,0.8,10.1,M,-21.0,M,,*54::$GPVTG,58.3,T,58.3,M,1.9,N,3.6,K,A*2E::$GPRMC,235422,A,2058.937263,N,10546.212715,E,1.9,58.3,221216,1.4,W,A*3F::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";343012;2016-12-23 06:54:21:973
-8.6651;-0.5543;-4.5053;-8.4943;-0.0315;-4.9006;-0.0967;-0.5226;0.438;-28.89;0.1;-13.15;0.0842;359.58;60.24;-613.98;85.18;0.23;120.13;67.572;20.982296;105.770226;-37.42;NaN;1.25;12.903226;54.4;10 / 10;"$GPGSV,3,3,10,20,13,233,29,25,12,310,33*77::$GPGGA,235423,2058.937791,N,10546.213555,E,1,10,0.8,9.4,M,-21.0,M,,*67::$GPVTG,54.4,T,54.4,M,2.4,N,4.5,K,A*24::$GPRMC,235423,A,2058.937791,N,10546.213555,E,2.4,54.4,221216,1.4,W,A*34::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";344012;2016-12-23 06:54:22:973
-7.8463;-0.6305;-4.6124;-8.5142;-0.4813;-4.8423;0.7417;-0.145;0.2719;6.82;-5.47;6.47;0.0842;363.12;60.78;-611.1;85.15;2.81;119.63;68.436;20.982296;105.770226;-37.42;NaN;1.25;12.903226;54.4;10 / 10;"$GPGSV,3,3,10,20,13,233,35,25,12,310,32*7B::$GPGGA,235424,2058.938327,N,10546.214460,E,1,10,0.8,10.1,M,-21.0,M,,*5B::$GPVTG,56.7,T,56.7,M,2.4,N,4.5,K,A*24::$GPRMC,235424,A,2058.938327,N,10546.214460,E,2.4,56.7,221216,1.4,W,A*34::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";345010;2016-12-23 06:54:23:971
-8.8127;-0.0402;-4.9338;-8.4901;-0.1884;-4.9045;-0.2486;0.1498;0.0135;1.71;-0.05;-1.25;0.0842;360.24;62.04;-614.46;85.03;1.1;120.01;69.405;20.982315;105.770256;-34.52;NaN;1.5;12.903226;52.3;8 / 8;"$GPGSV,2,2,08,13,14,177,38,17,31,120,40,19,45,108,39,20,13,233,36*72::$GPGGA,235425,2058.939016,N,10546.215508,E,1,08,0.8,10.3,M,-21.0,M,,*5F::$GPVTG,52.3,T,52.3,M,2.9,N,5.4,K,A*29::$GPRMC,235425,A,2058.939016,N,10546.215508,E,2.9,52.3,221216,1.4,W,A*36::$GPGSA,A,3,02,06,09,12,13,17,19,20,,,,,1.1,0.8,0.8*32";346009;2016-12-23 06:54:24:970
-8.696;-0.5424;-4.8267;-8.548;-0.371;-4.7921;-0.0896;-0.1689;-0.0018;1.04;5.28;-1.34;0.0842;360.12;63.48;-614.28;84.99;2.17;119.28;69.405;20.982315;105.770256;-34.52;NaN;1.5;12.903226;52.3;9 / 9;"$GPGSV,3,3,09,25,12,310,28*4C::$GPGGA,235426,2058.939888,N,10546.216640,E,1,09,0.8,10.2,M,-21.0,M,,*5F::$GPVTG,50.4,T,50.4,M,2.9,N,5.4,K,A*29::$GPRMC,235426,A,2058.939888,N,10546.216640,E,2.9,50.4,221216,1.4,W,A*33::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";347010;2016-12-23 06:54:25:971
-8.4413;-0.2377;-5.248;-8.5796;-0.5461;-4.7184;0.2084;0.3128;-0.4911;-6.67;-5.01;2.18;0.0842;360.0;63.54;-613.8;84.95;3.19;118.81;71.242;20.982351;105.7703;-34.52;NaN;2.5;12.903226;48.9;9 / 9;"$GPGSV,3,3,09,25,12,310,32*47::$GPGGA,235427,2058.941104,N,10546.218112,E,1,09,0.8,10.3,M,-21.0,M,,*53::$GPVTG,48.9,T,48.9,M,4.9,N,9.0,K,A*27::$GPRMC,235427,A,2058.941104,N,10546.218112,E,4.9,48.9,221216,1.4,W,A*3C::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";348011;2016-12-23 06:54:26:972
-7.4059;0.0289;-4.8529;-8.4317;-0.3782;-4.9934;1.0983;0.4103;0.1835;0.79;7.66;-1.46;0.0842;360.3;66.0;-612.06;84.69;2.21;120.63;70.42;20.982351;105.7703;-34.52;NaN;2.5;12.903226;48.9;8 / 8;"$GPGSV,2,2,08,17,31,120,42,19,45,109,31,20,13,233,30,25,12,310,26*70::$GPGGA,235428,2058.942757,N,10546.220087,E,1,08,0.8,10.5,M,-21.0,M,,*5E::$GPVTG,50.4,T,50.4,M,7.3,N,13.5,K,A*10::$GPRMC,235428,A,2058.942757,N,10546.220087,E,7.3,50.4,221216,1.4,W,A*3B::$GPGSA,A,3,02,05,12,13,17,19,20,25,,,,,1.1,0.8,0.8*3F";349010;2016-12-23 06:54:27:971
-9.1888;-0.1758;-5.5051;-8.3548;-0.38;-5.1208;0.4017;0.255;-0.7904;-1.93;7.54;2.33;0.0842;357.72;64.26;-608.82;84.79;2.22;121.5;67.93;20.982412;105.77038;-33.23;NaN;5.0;9.677419;53.4;9 / 9;"$GPGSV,3,3,09,25,12,310,30*45::$GPGGA,235429,2058.944754,N,10546.222670,E,1,09,0.8,10.7,M,-21.0,M,,*55::$GPVTG,53.4,T,53.4,M,9.7,N,18.0,K,A*14::$GPRMC,235429,A,2058.944754,N,10546.222670,E,9.7,53.4,221216,1.4,W,A*3A::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";350009;2016-12-23 06:54:28:970
-8.0153;0.036;-4.1721;-8.6632;-0.0257;-4.5955;0.2449;0.0261;0.529;-1.62;-1.54;-1.64;0.0842;356.82;62.28;-609.72;84.99;0.15;117.94;65.626;20.982412;105.77038;-33.23;NaN;5.0;9.677419;53.4;8 / 8;"$GPGSV,2,2,08,13,14,177,25,17,31,120,27,20,13,233,30,25,12,310,32*74::$GPGGA,235430,2058.948631,N,10546.227560,E,1,08,0.8,11.0,M,-21.0,M,,*53::$GPVTG,53.1,T,53.1,M,10.7,N,19.8,K,A*25::$GPRMC,235430,A,2058.948631,N,10546.227560,E,10.7,53.1,221216,1.4,W,A*06::$GPGSA,A,3,02,05,09,12,13,17,20,25,,,,,1.1,0.8,0.8*3E";351010;2016-12-23 06:54:29:971
-7.6487;-0.7281;-5.1528;-8.2498;-0.1885;-5.2987;-2.0039;-0.5316;-2.6162;-4.66;15.07;0.55;0.0842;353.22;64.74;-611.4;84.68;1.1;122.71;69.88;20.982517;105.770515;-37.1;NaN;7.0;12.903226;56.1;9 / 10;"$GPGSV,3,3,10,25,12,310,32,19,45,109,*7E::$GPGGA,235431,2058.951069,N,10546.230796,E,1,09,0.8,9.5,M,-21.0,M,,*61::$GPVTG,56.1,T,56.1,M,13.6,N,25.2,K,A*22::$GPRMC,235431,A,2058.951069,N,10546.230796,E,13.6,56.1,221216,1.4,W,A*0E::$GPGSA,A,3,02,05,06,09,12,13,17,20,25,,,,1.1,0.8,0.8*38";352009;2016-12-23 06:54:30:970
-5.7444;-1.1447;-5.805;-8.1182;-0.326;-5.4917;1.5894;-0.7454;1.2682;7.5;16.58;3.49;0.0842;359.82;63.84;-608.52;84.77;1.57;122.86;67.761;20.982517;105.770515;-37.1;NaN;7.0;12.903226;56.1;9 / 10;"$GPGSV,3,3,10,25,12,310,32,19,45,109,*7E::$GPGGA,235432,2058.953218,N,10546.234199,E,1,09,0.8,9.1,M,-21.0,M,,*6D::$GPVTG,56.1,T,56.1,M,13.6,N,25.2,K,A*22::$GPRMC,235432,A,2058.953218,N,10546.234199,E,13.6,56.1,221216,1.4,W,A*06::$GPGSA,A,3,02,05,06,09,12,13,17,20,25,,,,1.1,0.8,0.8*38";353009;2016-12-23 06:54:31:970
-9.4601;-0.1425;-5.3456;-8.3539;-0.0523;-5.1361;0.6565;0.0245;0.9009;0.42;0.44;2.21;0.0842;360.3;61.92;-608.7;84.97;0.58;122.22;68.125;20.98257;105.770615;-43.55;NaN;7.0;16.129032;63.0;8 / 8;"$GPGSV,2,2,08,17,31,120,27,19,45,109,29,20,13,233,31,25,12,310,35*79::$GPGGA,235433,2058.954218,N,10546.237156,E,1,08,0.8,7.5,M,-21.0,M,,*60::$GPVTG,63.0,T,63.0,M,13.6,N,25.2,K,A*22::$GPRMC,235433,A,2058.954218,N,10546.237156,E,13.6,63.0,221216,1.4,W,A*07::$GPGSA,A,3,02,05,09,12,17,19,20,25,,,,,1.1,0.8,0.8*34";354009;2016-12-23 06:54:32:970
-8.8865;0.1217;-4.8838;-8.4411;-0.0533;-4.9916;-0.1204;-0.2266;0.1933;3.48;2.12;-0.3;0.0842;361.26;60.78;-610.08;85.08;-0.21;120.55;68.347;20.98257;105.770615;-43.55;NaN;7.0;16.129032;63.0;9 / 9;"$GPGSV,3,3,09,25,12,310,28*4C::$GPGGA,235434,2058.956136,N,10546.239988,E,1,09,0.8,7.5,M,-21.0,M,,*6E::$GPVTG,54.0,T,54.0,M,13.1,N,24.3,K,A*25::$GPRMC,235434,A,2058.956136,N,10546.239988,E,13.1,54.0,221216,1.4,W,A*0B::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";355010;2016-12-23 06:54:33:971
-7.9438;0.0955;-5.2385;-8.4058;-0.1003;-5.05;-0.2276;0.1495;-0.6569;0.18;0.78;0.13;0.0842;361.98;62.22;-609.96;85.0;0.65;120.69;69.307;20.982635;105.77072;-44.84;NaN;6.5;16.129032;52.0;7 / 7;"$GPGSV,2,2,07,17,31,120,37,19,45,109,40,20,13,233,29*41::$GPGGA,235435,2058.958224,N,10546.242988,E,1,07,0.8,7.1,M,-21.0,M,,*67::$GPVTG,52.0,T,52.0,M,12.6,N,23.4,K,A*23::$GPRMC,235435,A,2058.958224,N,10546.242988,E,12.6,52.0,221216,1.4,W,A*08::$GPGSA,A,3,02,05,09,12,17,19,20,,,,,,1.1,0.8,0.8*33";356010;2016-12-23 06:54:34:971
-8.8246;-0.3234;-5.1671;-8.3841;-0.234;-5.0817;0.0671;0.1643;0.2781;8.59;-4.0;5.58;0.1684;361.68;63.84;-610.2;84.83;1.24;121.44;68.3;20.982635;105.77072;-44.84;NaN;6.5;16.129032;52.0;9 / 9;"$GPGSV,3,3,09,25,12,310,28*4C::$GPGGA,235436,2058.960429,N,10546.246352,E,1,09,0.8,7.2,M,-21.0,M,,*60::$GPVTG,54.9,T,54.9,M,13.6,N,25.2,K,A*22::$GPRMC,235436,A,2058.960429,N,10546.246352,E,13.6,54.9,221216,1.4,W,A*0C::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";357011;2016-12-23 06:54:35:972
-9.0412;-0.2758;-5.0695;-8.4739;-0.2559;-4.9292;-0.437;0.0776;0.3435;-6.03;-3.23;-2.87;0.1684;362.04;64.26;-610.38;84.86;1.27;120.14;67.423;20.982635;105.77072;-44.84;NaN;6.5;16.129032;52.0;9 / 9;"$GPGSV,3,3,09,25,12,310,28*4C::$GPGGA,235436,2058.960429,N,10546.246352,E,1,09,0.8,7.2,M,-21.0,M,,*60::$GPVTG,54.9,T,54.9,M,13.6,N,25.2,K,A*22::$GPRMC,235436,A,2058.960429,N,10546.246352,E,13.6,54.9,221216,1.4,W,A*0C::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";358011;2016-12-23 06:54:36:972
-10.2742;0.3074;-7.1785;-8.4189;-0.2507;-5.0229;0.8663;0.3765;0.8815;2.7;-4.66;2.64;0.1684;361.92;63.84;-610.26;84.84;1.46;120.82;67.806;20.982635;105.77072;-44.84;NaN;6.5;16.129032;52.0;9 / 9;"$GPGSV,3,3,09,25,12,310,28*4C::$GPGGA,235436,2058.960429,N,10546.246352,E,1,09,0.8,7.2,M,-21.0,M,,*60::$GPVTG,54.9,T,54.9,M,13.6,N,25.2,K,A*22::$GPRMC,235436,A,2058.960429,N,10546.246352,E,13.6,54.9,221216,1.4,W,A*0C::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";359010;2016-12-23 06:54:37:971
-10.6432;-0.4639;-5.4575;-8.4128;-0.1352;-5.0376;-1.5212;-0.2285;0.6488;4.66;-7.16;4.72;0.0842;361.62;63.54;-609.3;84.84;0.79;120.91;67.697;20.982756;105.7709;-53.87;NaN;7.5;19.35484;55.0;13 / 21;"$GPGSV,6,6,21,84,40,005,*47::$GPGGA,235439,2058.967890,N,10546.257695,E,1,08,0.6,4.2,M,-21.0,M,,*64::$GPVTG,58.5,T,58.5,M,15.6,N,28.8,K,A*23::$GPRMC,235439,A,2058.967890,N,10546.257695,E,15.6,58.5,221216,1.4,W,A*02::$GPGSA,A,3,02,05,09,12,17,19,20,25,,,,,1.0,0.6,0.8*3B";360009;2016-12-23 06:54:38:970
-7.9319;0.0551;-5.3408;-8.4595;0.0056;-4.9605;0.6812;0.166;-0.1712;0.6;-0.38;-2.32;0.1684;360.06;63.66;-609.66;84.84;-0.03;120.39;68.823;20.98284;105.771034;-53.23;NaN;8.25;22.580645;58.4;14 / 21;"$GPGSV,6,6,21,69,71,039,*49::$GPGGA,235440,2058.970321,N,10546.261712,E,1,09,0.6,4.5,M,-21.0,M,,*60::$GPVTG,58.4,T,58.4,M,16.0,N,29.7,K,A*28::$GPRMC,235440,A,2058.970321,N,10546.261712,E,16.0,58.4,221216,1.4,W,A*04::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.0,0.6,0.7*36";361011;2016-12-23 06:54:39:972
-10.3076;-0.5067;-5.8383;-8.4214;-0.1605;-5.0224;-1.7484;-0.3436;-0.7337;-6.22;6.01;-4.31;0.1684;360.06;62.28;-609.66;84.99;0.94;120.81;67.524;20.98284;105.771034;-53.23;NaN;8.25;22.580645;58.4;10 / 10;"$GPGSV,3,3,10,20,13,233,30,25,13,310,31*7C::$GPGGA,235441,2058.972679,N,10546.265893,E,1,10,0.6,5.7,M,-21.0,M,,*62::$GPVTG,59.0,T,59.0,M,16.0,N,29.7,K,A*28::$GPRMC,235441,A,2058.972679,N,10546.265893,E,16.0,59.0,221216,1.4,W,A*08::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.0,0.6,0.7*30";362011;2016-12-23 06:54:40:972
-8.1129;-0.2996;-4.6886;-8.3922;-0.2771;-5.066;0.4026;-0.0184;0.4518;-1.5;-1.76;-0.54;0.1684;361.44;63.12;-608.4;84.9;1.62;121.12;66.285;20.982914;105.77118;-44.52;NaN;8.5;12.903226;57.8;9 / 9;"$GPGSV,3,3,09,25,13,310,37*43::$GPGGA,235442,2058.974858,N,10546.270637,E,1,09,0.6,7.2,M,-21.0,M,,*61::$GPVTG,57.8,T,57.8,M,16.5,N,30.6,K,A*24::$GPRMC,235442,A,2058.974858,N,10546.270637,E,16.5,57.8,221216,1.4,W,A*07::$GPGSA,A,3,02,06,09,12,13,17,19,20,25,,,,1.0,0.6,0.7*35";363009;2016-12-23 06:54:41:970
-10.1266;-0.1401;-6.6596;-8.4474;-0.1673;-4.9784;-1.5744;0.0293;-1.6194;2.14;1.24;0.59;0.1684;360.78;60.66;-608.88;85.08;0.98;120.51;66.256;20.982914;105.77118;-44.52;NaN;8.5;12.903226;57.8;10 / 10;"$GPGSV,3,3,10,20,13,233,28,25,13,310,28*7D::$GPGGA,235443,2058.976992,N,10546.274955,E,1,10,0.6,6.2,M,-21.0,M,,*63::$GPVTG,58.3,T,58.3,M,17.0,N,31.5,K,A*22::$GPRMC,235443,A,2058.976992,N,10546.274955,E,17.0,58.3,221216,1.4,W,A*0C::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.0,0.6,0.7*30";364010;2016-12-23 06:54:42:971
-8.8531;-0.2115;-6.5215;-8.3447;-0.3041;-5.1424;-0.405;0.0963;-1.3154;6.06;-0.6;1.29;0.0842;362.52;62.1;-610.8;84.99;1.78;121.64;66.938;20.982977;105.77132;-50.0;NaN;8.5;9.677419;60.3;8 / 8;"$GPGSV,2,2,08,17,31,120,39,19,45,109,32,20,13,233,32,25,13,310,32*79::$GPGGA,235444,2058.978563,N,10546.279127,E,1,08,0.6,5.5,M,-21.0,M,,*65::$GPVTG,60.3,T,60.3,M,16.5,N,30.6,K,A*24::$GPRMC,235444,A,2058.978563,N,10546.279127,E,16.5,60.3,221216,1.4,W,A*08::$GPGSA,A,3,02,09,12,13,17,19,20,25,,,,,1.0,0.6,0.7*33";365010;2016-12-23 06:54:43:971
-8.558;0.0098;-3.7412;-8.6708;-0.0795;-4.5805;0.1984;0.0901;0.8845;-0.92;-3.66;2.06;0.0842;361.98;63.6;-610.38;84.86;0.46;117.85;66.405;20.982977;105.77132;-50.0;NaN;8.5;9.677419;60.3;10 / 10;"$GPGSV,3,3,10,20,13,233,30,25,13,310,26*7A::$GPGGA,235445,2058.980931,N,10546.283381,E,1,10,0.6,5.8,M,-21.0,M,,*67::$GPVTG,61.6,T,61.6,M,16.0,N,29.7,K,A*28::$GPRMC,235445,A,2058.980931,N,10546.283381,E,16.0,61.6,221216,1.4,W,A*0F::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.0,0.6,0.7*30";366010;2016-12-23 06:54:44:971
-8.0462;0.086;-4.8981;-8.4435;3.0E-4;-4.9878;-0.0518;-0.0095;-0.4144;-0.72;4.29;-3.01;0.0842;359.64;63.36;-606.72;84.89;-0.32;120.0;66.196;20.983051;105.77146;-43.87;NaN;8.5;9.677419;61.1;10 / 10;"$GPGSV,3,3,10,20,13,233,25,25,13,310,32*7B::$GPGGA,235446,2058.983203,N,10546.287966,E,1,10,0.8,7.4,M,-21.0,M,,*6A::$GPVTG,61.1,T,61.1,M,16.5,N,30.6,K,A*24::$GPRMC,235446,A,2058.983203,N,10546.287966,E,16.5,61.1,221216,1.4,W,A*00::$GPGSA,A,3,02,05,06,09,12,13,17,19,20,25,,,1.1,0.8,0.8*30";367011;2016-12-23 06:54:45:972
-8.5485;-0.1021;-4.1078;-8.4935;-0.1903;-4.8985;0.076;0.1144;0.2961;-1.18;-3.9;-0.73;0.0842;361.14;63.6;-607.08;84.83;0.98;120.15;66.328;20.983051;105.77146;-43.87;NaN;8.5;9.677419;61.1;9 / 9;"$GPGSV,3,3,09,25,13,310,28*4D::$GPGGA,235447,2058.985690,N,10546.292288,E,1,09,0.8,7.7,M,-21.0,M,,*67::$GPVTG,59.6,T,59.6,M,16.5,N,30.6,K,A*24::$GPRMC,235447,A,2058.985690,N,10546.292288,E,16.5,59.6,221216,1.4,W,A*0A::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";368009;2016-12-23 06:54:46:970
-8.5984;0.0265;-4.4815;-8.6251;-0.1453;-4.6645;0.859;0.0061;0.1305;0.87;0.03;0.27;0.0842;360.42;61.5;-607.38;85.09;0.85;118.4;66.744;20.983131;105.77161;-43.55;NaN;8.5;9.677419;61.6;9 / 9;"$GPGSV,3,3,09,25,13,310,32*46::$GPGGA,235448,2058.987961,N,10546.296584,E,1,09,0.8,7.5,M,-21.0,M,,*66::$GPVTG,61.6,T,61.6,M,16.5,N,30.6,K,A*24::$GPRMC,235448,A,2058.987961,N,10546.296584,E,16.5,61.6,221216,1.4,W,A*02::$GPGSA,A,3,02,05,09,12,13,17,19,20,25,,,,1.1,0.8,0.8*36";369009;2016-12-23 06:54:47:970
