sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6921;0.2431;-11.1442;0.325;0.3445;-9.7952;0.3611;-0.1079;-1.1654;1.59;-0.91;-0.09;0.0842;364.86;70.86;-558.84;81.95;-2.22;-177.95;70.887;21.007692;105.70039;-34.52;NaN;18.25;35.48387;256.0;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,042,*79::$GPGGA,004617,2100.461591,N,10542.023365,E,1,12,0.7,11.3,M,-22.0,M,,*52::$GPVTG,256.0,T,256.0,M,35.5,N,65.7,K,A*24::$GPRMC,004617,A,2100.461591,N,10542.023365,E,35.5,256.0,231216,1.4,W,A*31::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3458009;2016-12-23 07:46:16:970
0.4208;0.2955;-10.7824;0.3222;0.3749;-9.7942;0.0927;-0.0863;-0.8084;-0.21;-0.2;0.31;0.0842;366.48;72.24;-559.68;81.67;-2.12;-178.05;69.599;21.007692;105.70039;-34.52;NaN;18.25;35.48387;256.0;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,042,*79::$GPGGA,004618,2100.459344,N,10542.014161,E,1,12,0.7,12.0,M,-22.0,M,,*5A::$GPVTG,255.9,T,255.9,M,35.0,N,64.8,K,A*2F::$GPRMC,004618,A,2100.459344,N,10542.014161,E,35.0,255.9,231216,1.4,W,A*36::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3459011;2016-12-23 07:46:17:972
0.3065;0.5002;-8.9257;0.5367;0.2956;-9.7875;-0.2365;0.2011;0.9767;1.04;2.4;-0.18;0.0842;361.38;77.4;-549.78;80.11;-1.84;-177.55;70.574;21.00761;105.70006;-35.48;NaN;18.25;35.48387;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,042,*79::$GPGGA,004619,2100.456625,N,10542.003289,E,1,12,0.7,11.0,M,-22.0,M,,*56::$GPVTG,255.9,T,255.9,M,35.5,N,65.7,K,A*24::$GPRMC,004619,A,2100.456625,N,10542.003289,E,35.5,255.9,231216,1.4,W,A*3C::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3460009;2016-12-23 07:46:18:970
0.6374;0.843;-9.5398;0.5236;0.1679;-9.7912;0.1082;0.6732;0.3577;-1.22;-4.36;-0.12;0.0842;364.56;71.82;-558.6;79.18;-0.75;-177.21;69.034;21.00761;105.70006;-35.48;NaN;18.25;35.48387;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004620,2100.454336,N,10541.993004,E,1,12,0.7,12.0,M,-22.0,M,,*5E::$GPVTG,255.2,T,255.2,M,36.0,N,66.6,K,A*20::$GPRMC,004620,A,2100.454336,N,10541.993004,E,36.0,255.2,231216,1.4,W,A*3A::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3461010;2016-12-23 07:46:19:971
0.0542;-0.5067;-10.4753;0.389;0.1489;-9.7978;-0.3423;-0.6585;-0.4896;0.43;-1.49;0.61;0.0842;364.26;71.64;-557.76;79.77;-1.07;-177.51;71.018;21.00754;105.69972;-33.87;NaN;18.25;35.48387;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004621,2100.452482,N,10541.983409,E,1,12,0.7,11.5,M,-22.0,M,,*5F::$GPVTG,255.9,T,255.9,M,35.5,N,65.7,K,A*24::$GPRMC,004621,A,2100.452482,N,10541.983409,E,35.5,255.9,231216,1.4,W,A*30::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3462009;2016-12-23 07:46:20:970
-0.1957;-0.7233;-9.3779;0.404;0.0932;-9.7979;-0.6082;-0.8184;0.6235;-0.39;1.51;0.58;0.0842;364.08;71.1;-558.18;79.29;-0.62;-177.84;72.101;21.00754;105.69972;-33.87;NaN;18.25;35.48387;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004622,2100.450588,N,10541.973697,E,1,12,0.7,12.1,M,-22.0,M,,*58::$GPVTG,256.0,T,256.0,M,36.0,N,66.6,K,A*20::$GPRMC,004622,A,2100.450588,N,10541.973697,E,36.0,256.0,231216,1.4,W,A*3C::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3463011;2016-12-23 07:46:21:972
0.4636;0.7097;-7.0714;0.5522;0.2046;-9.789;-0.0976;0.5018;2.8761;-1.47;1.76;-0.49;0.0842;359.22;74.64;-553.38;78.65;-0.71;-177.91;70.673;21.007467;105.69937;-33.23;NaN;18.75;35.48387;256.3;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004623,2100.448105,N,10541.962252,E,1,12,0.7,11.7,M,-22.0,M,,*59::$GPVTG,256.3,T,256.3,M,36.4,N,67.5,K,A*26::$GPRMC,004623,A,2100.448105,N,10541.962252,E,36.4,256.3,231216,1.4,W,A*3F::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3464011;2016-12-23 07:46:22:972
0.4803;-0.1425;-9.4137;0.5938;0.2204;-9.7862;-0.1168;-0.3641;0.4269;0.28;5.95;-0.03;0.0842;364.5;75.9;-553.8;79.48;-1.53;-176.16;70.118;21.007467;105.69937;-33.23;NaN;18.75;35.48387;256.3;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004624,2100.445662,N,10541.952292,E,1,12,0.6,12.4,M,-22.0,M,,*5B::$GPVTG,256.6,T,256.6,M,36.4,N,67.5,K,A*26::$GPRMC,004624,A,2100.445662,N,10541.952292,E,36.4,256.6,231216,1.4,W,A*39::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3465010;2016-12-23 07:46:23:971
0.5874;-0.0497;-13.6102;0.3553;0.3068;-9.7954;0.2226;-0.3647;-3.5532;-0.58;-3.9;-0.49;0.0842;364.26;71.76;-558.3;80.63;-1.64;-177.19;69.672;21.007387;105.699036;-32.9;NaN;18.75;35.48387;256.8;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004625,2100.443300,N,10541.941967,E,1,12,0.6,11.8,M,-22.0,M,,*51::$GPVTG,256.8,T,256.8,M,36.4,N,67.5,K,A*26::$GPRMC,004625,A,2100.443300,N,10541.941967,E,36.4,256.8,231216,1.4,W,A*32::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3466011;2016-12-23 07:46:24:972
0.2994;0.4407;-9.7398;0.3601;0.3263;-9.7946;-0.0704;0.1055;0.3186;-0.79;0.93;-0.3;0.0842;364.2;71.22;-559.26;81.28;-1.84;-177.89;71.897;21.007387;105.699036;-32.9;NaN;18.75;35.48387;256.8;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004626,2100.440677,N,10541.930132,E,1,12,0.6,11.6,M,-22.0,M,,*54::$GPVTG,256.6,T,256.6,M,36.9,N,68.4,K,A*25::$GPRMC,004626,A,2100.440677,N,10541.930132,E,36.9,256.6,231216,1.4,W,A*3A::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3467010;2016-12-23 07:46:25:971
0.5493;-0.0925;-8.7733;0.3995;0.2907;-9.7942;0.1438;-0.3876;1.1676;1.14;-1.36;-0.18;0.0842;364.5;71.1;-558.66;81.56;-2.03;-177.72;73.04;21.007313;105.69865;-35.16;NaN;19.5;32.258064;257.1;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004627,2100.438714,N,10541.919020,E,1,12,0.6,11.1,M,-22.0,M,,*50::$GPVTG,257.1,T,257.1,M,37.9,N,70.2,K,A*2B::$GPRMC,004627,A,2100.438714,N,10541.919020,E,37.9,257.1,231216,1.4,W,A*3E::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3468009;2016-12-23 07:46:26:970
0.3065;0.0527;-10.2325;0.4824;0.3843;-9.7872;-0.1811;-0.3358;-0.3389;-0.82;1.45;-0.21;0.0842;361.74;74.58;-552.3;81.02;-2.2;-177.38;72.079;21.007313;105.69865;-35.16;NaN;19.5;32.258064;257.1;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004628,2100.436237,N,10541.908013,E,1,12,0.6,11.4,M,-22.0,M,,*50::$GPVTG,256.0,T,256.0,M,37.9,N,70.2,K,A*2B::$GPRMC,004628,A,2100.436237,N,10541.908013,E,37.9,256.0,231216,1.4,W,A*3B::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3469009;2016-12-23 07:46:27:970
0.078;0.0217;-9.2018;0.3993;0.2042;-9.7964;-0.3288;-0.1862;0.7772;0.28;0.81;0.09;0.0842;365.1;71.88;-558.72;80.3;-1.33;-177.81;71.885;21.007233;105.69829;-35.81;NaN;19.75;29.032257;256.2;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004629,2100.433857,N,10541.897242,E,1,12,0.6,10.9,M,-22.0,M,,*55::$GPVTG,256.2,T,256.2,M,38.4,N,71.1,K,A*2B::$GPRMC,004629,A,2100.433857,N,10541.897242,E,38.4,256.2,231216,1.4,W,A*32::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3470010;2016-12-23 07:46:28:971
0.4351;0.9548;-9.2494;0.429;0.3133;-9.7922;-8.0E-4;0.6365;0.6976;1.47;0.9;0.28;0.0842;364.68;71.76;-558.54;81.42;-2.02;-177.76;72.851;21.007233;105.69829;-35.81;NaN;19.75;29.032257;256.2;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004630,2100.431711,N,10541.886166,E,1,12,0.6,11.0,M,-22.0,M,,*5F::$GPVTG,255.7,T,255.7,M,38.4,N,71.1,K,A*2B::$GPRMC,004630,A,2100.431711,N,10541.886166,E,38.4,255.7,231216,1.4,W,A*36::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3471011;2016-12-23 07:46:29:972
0.3113;0.0836;-10.4253;0.4207;0.2944;-9.7932;-0.1146;-0.2143;-0.5137;-0.18;-2.13;-0.06;0.0842;364.26;71.34;-558.06;80.93;-1.69;-177.39;72.37;21.007153;105.697914;-35.81;NaN;20.0;29.032257;256.6;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004631,2100.429042,N,10541.874799,E,1,12,0.6,10.9,M,-22.0,M,,*55::$GPVTG,256.6,T,256.6,M,38.9,N,72.0,K,A*24::$GPRMC,004631,A,2100.429042,N,10541.874799,E,38.9,256.6,231216,1.4,W,A*3B::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3472010;2016-12-23 07:46:30:971
-0.041;-0.3401;-9.0637;0.3722;0.2283;-9.7969;-0.4218;-0.5737;0.9592;0.95;-0.23;-0.06;0.0842;364.5;71.28;-558.6;80.91;-1.62;-177.79;72.409;21.007153;105.697914;-35.81;NaN;20.0;29.032257;256.6;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004632,2100.426783,N,10541.863903,E,1,12,0.6,11.4,M,-22.0,M,,*54::$GPVTG,256.8,T,256.8,M,38.9,N,72.0,K,A*24::$GPRMC,004632,A,2100.426783,N,10541.863903,E,38.9,256.8,231216,1.4,W,A*38::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3473010;2016-12-23 07:46:31:971
0.8373;1.012;-11.1251;0.3877;0.336;-9.7932;0.4406;0.6681;-1.1028;-1.28;0.17;-0.24;0.0842;364.38;71.64;-557.94;80.68;-1.58;-177.86;72.799;21.007076;105.697556;-35.48;NaN;20.25;32.258064;257.0;15 / 17;"$GPGSV,5,5,17,84,56,043,*47::$GPGGA,004633,2100.424635,N,10541.852852,E,1,11,0.6,11.0,M,-22.0,M,,*5B::$GPVTG,257.0,T,257.0,M,39.4,N,72.9,K,A*21::$GPRMC,004633,A,2100.424635,N,10541.852852,E,39.4,257.0,231216,1.4,W,A*35::$GPGSA,A,3,02,05,06,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*39";3474009;2016-12-23 07:46:32:970
1.1039;0.7049;-10.3468;0.3545;0.3348;-9.7945;0.7409;0.3621;-0.3176;-0.39;0.41;-0.18;0.0842;364.62;70.74;-558.6;81.51;-1.96;-177.93;71.519;21.007076;105.697556;-35.48;NaN;20.25;32.258064;257.0;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004634,2100.422026,N,10541.841687,E,1,12,0.6,11.4,M,-22.0,M,,*5D::$GPVTG,256.8,T,256.8,M,39.4,N,72.9,K,A*21::$GPRMC,004634,A,2100.422026,N,10541.841687,E,39.4,256.8,231216,1.4,W,A*3D::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3475009;2016-12-23 07:46:33:970
0.366;0.4764;-9.716;0.3814;0.2894;-9.795;-0.0231;0.1811;0.2787;0.65;0.78;0.15;0.0842;364.56;71.34;-558.06;81.04;-1.69;-177.77;71.585;21.006992;105.69717;-35.16;NaN;20.5;35.48387;256.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004635,2100.419551,N,10541.829917,E,1,12,0.6,11.1,M,-22.0,M,,*5C::$GPVTG,256.9,T,256.9,M,39.8,N,73.8,K,A*2D::$GPRMC,004635,A,2100.419551,N,10541.829917,E,39.8,256.9,231216,1.4,W,A*34::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3476009;2016-12-23 07:46:34:970
0.5279;0.7596;-10.5777;0.3934;0.2674;-9.7951;0.1255;0.4861;-0.5585;-0.21;1.45;-0.21;0.0842;364.5;71.28;-558.72;80.79;-1.56;-177.7;71.585;21.006992;105.69717;-35.16;NaN;20.5;35.48387;256.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004636,2100.416742,N,10541.818195,E,1,12,0.6,11.2,M,-22.0,M,,*53::$GPVTG,256.5,T,256.5,M,40.3,N,74.7,K,A*20::$GPRMC,004636,A,2100.416742,N,10541.818195,E,40.3,256.5,231216,1.4,W,A*31::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3477009;2016-12-23 07:46:35:970
0.7993;0.9453;-9.6541;0.4349;0.2068;-9.7948;0.3542;0.7337;0.3691;0.89;0.01;-0.27;0.0842;365.22;71.58;-558.0;80.01;-1.21;-177.46;72.03;21.0069;105.696785;-33.55;NaN;20.75;32.258064;256.0;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004637,2100.414054,N,10541.806796,E,1,12,0.6,11.6,M,-22.0,M,,*5E::$GPVTG,256.0,T,256.0,M,40.3,N,74.7,K,A*20::$GPRMC,004637,A,2100.414054,N,10541.806796,E,40.3,256.0,231216,1.4,W,A*3D::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3478010;2016-12-23 07:46:36:971
0.8469;0.1717;-10.8038;0.4797;0.2073;-9.7927;0.3538;-0.0414;-0.7373;-0.18;1.14;0.22;0.0842;364.98;71.88;-558.36;79.94;-1.21;-177.2;72.296;21.0069;105.696785;-33.55;NaN;20.75;32.258064;256.0;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004638,2100.410972,N,10541.795636,E,1,12,0.6,11.9,M,-22.0,M,,*59::$GPVTG,255.8,T,255.8,M,40.3,N,74.7,K,A*20::$GPRMC,004638,A,2100.410972,N,10541.795636,E,40.3,255.8,231216,1.4,W,A*3E::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3479010;2016-12-23 07:46:37:971
0.2542;-0.1877;-9.8421;0.5069;0.1009;-9.793;-0.2654;-0.2912;0.1952;-0.06;-0.05;0.22;0.0842;364.98;71.76;-557.52;78.87;-0.59;-177.04;71.392;21.006792;105.6964;-33.23;NaN;20.75;32.258064;255.3;15 / 17;"$GPGSV,5,5,17,84,56,043,*47::$GPGGA,004639,2100.407489,N,10541.784148,E,1,11,0.6,11.7,M,-22.0,M,,*54::$GPVTG,255.3,T,255.3,M,40.3,N,74.7,K,A*20::$GPRMC,004639,A,2100.407489,N,10541.784148,E,40.3,255.3,231216,1.4,W,A*35::$GPGSA,A,3,02,05,06,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*39";3480011;2016-12-23 07:46:38:972
0.7278;0.4716;-10.1897;0.4849;0.1225;-9.7939;0.2321;0.3464;-0.1748;-0.73;-1.95;-0.15;0.0842;364.86;72.12;-557.64;79.11;-0.72;-177.17;72.059;21.006792;105.6964;-33.23;NaN;20.75;32.258064;255.3;15 / 17;"$GPGSV,5,5,17,84,56,043,*47::$GPGGA,004640,2100.404620,N,10541.772383,E,1,11,0.6,11.8,M,-22.0,M,,*5B::$GPVTG,255.7,T,255.7,M,39.8,N,73.8,K,A*2D::$GPRMC,004640,A,2100.404620,N,10541.772383,E,39.8,255.7,231216,1.4,W,A*34::$GPGSA,A,3,02,05,06,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*39";3481010;2016-12-23 07:46:39:971
0.5684;0.1074;-10.6276;0.4069;0.3286;-9.7927;0.1313;-0.017;-0.6299;0.1;-1.71;0.24;0.0842;365.46;71.04;-559.32;81.38;-1.92;-177.62;73.063;21.006695;105.696014;-34.19;NaN;20.5;32.258064;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004641,2100.401662,N,10541.760788,E,1,12,0.6,11.4,M,-22.0,M,,*5A::$GPVTG,255.9,T,255.9,M,39.8,N,73.8,K,A*2D::$GPRMC,004641,A,2100.401662,N,10541.760788,E,39.8,255.9,231216,1.4,W,A*34::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3482009;2016-12-23 07:46:40:970
0.6041;0.236;-9.6803;0.3974;0.3302;-9.793;0.1979;-0.1015;0.3291;-0.46;0.38;0.09;0.0842;365.28;71.82;-559.14;81.09;-1.82;-177.78;75.412;21.006695;105.696014;-34.19;NaN;20.5;32.258064;255.9;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004642,2100.399244,N,10541.749052,E,1,12,0.7,11.4,M,-22.0,M,,*55::$GPVTG,256.6,T,256.6,M,39.8,N,73.8,K,A*2D::$GPRMC,004642,A,2100.399244,N,10541.749052,E,39.8,256.6,231216,1.4,W,A*36::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3483010;2016-12-23 07:46:41:971
0.4351;0.1693;-9.0614;0.4435;0.4505;-9.7863;-0.0177;-0.2905;0.929;-0.55;-1.03;-0.27;0.0842;364.92;70.98;-560.16;82.53;-2.63;-177.4;74.048;21.006613;105.695625;-35.81;NaN;20.25;32.258064;256.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004643,2100.396697,N,10541.737599,E,1,12,0.7,10.9,M,-22.0,M,,*56::$GPVTG,256.5,T,256.5,M,39.4,N,72.9,K,A*21::$GPRMC,004643,A,2100.396697,N,10541.737599,E,39.4,256.5,231216,1.4,W,A*36::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3484010;2016-12-23 07:46:42:971
0.6993;0.7001;-9.4065;0.3732;0.4122;-9.7909;0.3178;0.2788;0.6012;-0.82;1.54;-0.4;0.0842;365.52;71.16;-559.44;82.25;-2.41;-177.82;72.326;21.006613;105.695625;-35.81;NaN;20.25;32.258064;256.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004644,2100.394277,N,10541.725960,E,1,12,0.7,10.9,M,-22.0,M,,*50::$GPVTG,256.7,T,256.7,M,39.4,N,72.9,K,A*21::$GPRMC,004644,A,2100.394277,N,10541.725960,E,39.4,256.7,231216,1.4,W,A*32::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3485012;2016-12-23 07:46:43:973
0.0328;-0.3329;-9.7398;0.4134;0.4911;-9.7856;-0.3886;-0.8335;0.2346;1.11;0.65;0.25;0.0842;365.94;71.1;-559.86;82.98;-2.87;-177.58;72.422;21.006523;105.69525;-35.16;NaN;20.25;32.258064;256.4;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004645,2100.391428,N,10541.714812,E,1,12,0.7,11.1,M,-22.0,M,,*57::$GPVTG,256.4,T,256.4,M,39.4,N,72.9,K,A*21::$GPRMC,004645,A,2100.391428,N,10541.714812,E,39.4,256.4,231216,1.4,W,A*3F::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3486012;2016-12-23 07:46:44:973
0.7755;1.0167;-10.0849;0.4079;0.4329;-9.7886;0.3624;0.5783;-0.1728;-0.36;-0.2;-0.15;0.0842;365.52;71.58;-559.86;82.26;-2.53;-177.61;70.502;21.006523;105.69525;-35.16;NaN;20.25;32.258064;256.4;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004646,2100.389116,N,10541.703180,E,1,12,0.7,11.2,M,-22.0,M,,*52::$GPVTG,256.4,T,256.4,M,39.4,N,72.9,K,A*21::$GPRMC,004646,A,2100.389116,N,10541.703180,E,39.4,256.4,231216,1.4,W,A*39::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.1,0.7,0.8*30";3487012;2016-12-23 07:46:45:973
0.585;0.3812;-9.6707;0.4734;0.2909;-9.7909;0.1075;0.0877;0.2064;-0.33;-0.23;0.12;0.0842;365.4;71.76;-558.96;80.77;-1.7;-177.23;70.921;21.00644;105.69486;-36.13;NaN;20.25;32.258064;256.4;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004647,2100.386312,N,10541.692026,E,1,12,0.6,10.8,M,-22.0,M,,*54::$GPVTG,256.4,T,256.4,M,39.4,N,72.9,K,A*21::$GPRMC,004647,A,2100.386312,N,10541.692026,E,39.4,256.4,231216,1.4,W,A*35::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3488011;2016-12-23 07:46:46:972
0.6183;-0.0854;-12.1844;0.4704;0.3945;-9.7874;0.1394;-0.4871;-2.2199;1.23;2.09;0.43;0.0842;365.52;71.52;-559.02;81.81;-2.31;-177.25;74.746;21.00644;105.69486;-36.13;NaN;20.25;32.258064;256.4;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004648,2100.383840,N,10541.680572,E,1,12,0.6,10.9,M,-22.0,M,,*54::$GPVTG,256.3,T,256.3,M,38.9,N,72.0,K,A*24::$GPRMC,004648,A,2100.383840,N,10541.680572,E,38.9,256.3,231216,1.4,W,A*3F::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3489012;2016-12-23 07:46:47:973
0.4446;0.0574;-9.0256;0.4776;0.1964;-9.793;-0.0408;-0.1422;0.9275;-1.16;-0.45;0.52;0.0842;364.8;71.28;-558.42;80.0;-1.15;-177.21;70.573;21.006351;105.694496;-34.84;NaN;19.75;32.258064;256.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004649,2100.381178,N,10541.669578,E,1,12,0.6,11.2,M,-22.0,M,,*52::$GPVTG,256.5,T,256.5,M,38.4,N,71.1,K,A*2B::$GPRMC,004649,A,2100.381178,N,10541.669578,E,38.4,256.5,231216,1.4,W,A*38::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3490010;2016-12-23 07:46:48:971
0.5779;0.9167;-10.273;0.4419;0.31;-9.7918;0.1277;0.6009;-0.2958;0.74;-0.2;0.4;0.0842;364.62;71.64;-559.32;80.99;-1.81;-177.42;73.205;21.006351;105.694496;-34.84;NaN;19.75;32.258064;256.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004650,2100.378898,N,10541.658547,E,1,12,0.6,11.7,M,-22.0,M,,*50::$GPVTG,257.0,T,257.0,M,38.4,N,71.1,K,A*2B::$GPRMC,004650,A,2100.378898,N,10541.658547,E,38.4,257.0,231216,1.4,W,A*3B::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3491009;2016-12-23 07:46:49:970
0.3875;-0.1901;-8.9709;0.4182;0.149;-9.7966;-0.0378;-0.3416;0.9906;-0.76;0.07;0.09;0.0842;364.74;72.0;-558.18;79.48;-0.87;-177.56;70.83;21.006273;105.69412;-35.81;NaN;19.75;29.032257;257.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004651,2100.376425,N,10541.647141,E,1,12,0.6,10.9,M,-22.0,M,,*56::$GPVTG,257.5,T,257.5,M,38.4,N,71.1,K,A*2B::$GPRMC,004651,A,2100.376425,N,10541.647141,E,38.4,257.5,231216,1.4,W,A*37::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3492010;2016-12-23 07:46:50:971
0.1423;-0.0759;-9.1494;0.445;0.288;-9.7923;-0.3073;-0.3668;0.744;1.26;-1.49;0.22;0.0842;364.32;71.58;-559.62;80.75;-1.68;-177.4;71.392;21.006273;105.69412;-35.81;NaN;19.75;29.032257;257.5;16 / 18;"$GPGSV,5,5,18,69,43,019,,84,56,043,*78::$GPGGA,004652,2100.374329,N,10541.635930,E,1,12,0.6,10.7,M,-22.0,M,,*59::$GPVTG,258.4,T,258.4,M,38.9,N,72.0,K,A*24::$GPRMC,004652,A,2100.374329,N,10541.635930,E,38.9,258.4,231216,1.4,W,A*35::$GPGSA,A,3,02,05,06,09,12,13,15,17,19,20,25,29,1.0,0.6,0.8*30";3493010;2016-12-23 07:46:51:971
